condition,query_type,concept,query,success_at_1,success_at_5,first_hit_rank,reciprocal_rank,ndcg_at_5,top_source,top_role,top_score
lexical,exam_fragment,linear_systems,Retrieve material that would help solve this exam-style task: $$S = \left\{ \begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 3 \\ 2 \end{pmatrix} + \begin{pmatrix} 1 \\ 4 \end{pmatrix} \cdot t \mid t \in \mathbb{R} \right\}$$ - b) Set t = 2 to get another point in this set. -,1,1,1,1.0,1.0,flipped_md/inclass/linear-systems/One-I-3-answers/One-I-3-answers.md,solution,0.58434
lexical,exam_fragment,linear_systems,"Retrieve material that would help solve this exam-style task: 1. Describe the solution set of each echelelon form system. What is it, geometrically? - 2. Write the associated homogeneous systems for the systems in the prior question. Give the solution set. - 3. The original systems",1,1,1,1.0,1.0,flipped_md/inclass/linear-systems/inclass-describe/inclass-describe.md,activity,0.85535
lexical,exam_fragment,basis_dimension,Retrieve material that would help solve this exam-style task: So some matrix equivalence classes split into two or more similarity classes—similarity gives a finer partition than does equivalence. This pictures some matrix equivalence classes subdivided into similarity classes. Exe,1,1,1,1.0,1.0,slides_md/five/five_ii/five_ii.md,lecture,0.68282
lexical,exam_fragment,linear_systems,Retrieve material that would help solve this exam-style task: $$\begin{pmatrix} -5 & 5 & 7 \\ -2 & 2 & 7 \\ -1 & 1 & -1 \end{pmatrix} \begin{pmatrix} z_1 \\ z_2 \\ z_3 \end{pmatrix} = \begin{pmatrix} 0 \\ 0 \\ 0 \end{pmatrix}$$ Gauss's Method gives this solution set; its nonzero el,1,1,1,1.0,1.0,slides_md/five/five_ii_handout/five_ii_handout.md,handout,0.67706
lecture_only,direct_concept,linear_systems,Explain linear systems for a final exam review.,0,1,2,0.5,0.6309,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.07856
lecture_only,worked_example,linear_systems,Find a worked example involving linear system.,0,0,0,0.0,0.0,slides_md/three/three_ii/three_ii.md,lecture,0.10601
lecture_only,misconception,linear_systems,What common mistake do students make with linear system?,0,0,0,0.0,0.0,slides_md/two/two_iii/two_iii.md,lecture,0.06179
lecture_only,vague_student_question,linear_systems,I am confused about when to use linear system; what should I review first?,0,1,3,0.3333,0.5,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.09
lecture_only,multi_concept_review,linear_systems,Give an exam-style explanation that connects linear systems to earlier concepts.,1,1,1,1.0,1.0,slides_md/three/three_iv/three_iv.md,lecture,0.10765
lecture_only,direct_concept,row_reduction,Explain row reduction for a final exam review.,0,1,2,0.5,0.6797,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.08633
lecture_only,worked_example,row_reduction,Find a worked example involving row reduction.,1,1,1,1.0,1.0,slides_md/three/three_v_allproofs/three_v_allproofs.md,lecture,0.11581
lecture_only,misconception,row_reduction,What common mistake do students make with row reduction?,1,1,1,1.0,1.0,slides_md/three/three_v_allproofs/three_v_allproofs.md,lecture,0.08871
lecture_only,vague_student_question,row_reduction,I am confused about when to use row reduction; what should I review first?,1,1,1,1.0,0.906,slides_md/three/three_v_allproofs/three_v_allproofs.md,lecture,0.10228
lecture_only,multi_concept_review,row_reduction,Give an exam-style explanation that connects row reduction to earlier concepts.,1,1,1,1.0,1.0,slides_md/three/three_v_allproofs/three_v_allproofs.md,lecture,0.07049
lecture_only,direct_concept,rank,Explain rank for a final exam review.,0,1,3,0.3333,0.5706,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.09915
lecture_only,worked_example,rank,Find a worked example involving rank.,1,1,1,1.0,1.0,slides_md/two/two_iii/two_iii.md,lecture,0.13072
lecture_only,misconception,rank,What common mistake do students make with rank?,1,1,1,1.0,1.0,slides_md/two/two_iii/two_iii.md,lecture,0.06869
lecture_only,vague_student_question,rank,I am confused about when to use rank; what should I review first?,0,1,2,0.5,0.7123,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.12494
lecture_only,multi_concept_review,rank,Give an exam-style explanation that connects rank to earlier concepts.,0,1,3,0.3333,0.6183,slides_md/three/three_iv/three_iv.md,lecture,0.05954
lecture_only,direct_concept,nullspace,Explain nullspace for a final exam review.,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.09834
lecture_only,worked_example,nullspace,Find a worked example involving nullspace.,0,1,3,0.3333,0.6183,slides_md/four/four_i/four_i.md,lecture,0.08162
lecture_only,misconception,nullspace,What common mistake do students make with nullspace?,0,0,0,0.0,0.0,slides_md/two/two_iii/two_iii.md,lecture,0.05626
lecture_only,vague_student_question,nullspace,I am confused about when to use nullspace; what should I review first?,0,0,0,0.0,0.0,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.12186
lecture_only,multi_concept_review,nullspace,Give an exam-style explanation that connects nullspace to earlier concepts.,0,1,4,0.25,0.5013,slides_md/three/three_iv/three_iv.md,lecture,0.05913
lecture_only,direct_concept,column_space,Explain column space for a final exam review.,1,1,1,1.0,0.9675,slides_md/two/two_iii/two_iii.md,lecture,0.10837
lecture_only,worked_example,column_space,Find a worked example involving column space.,1,1,1,1.0,1.0,slides_md/two/two_iii/two_iii.md,lecture,0.21697
lecture_only,misconception,column_space,What common mistake do students make with column space?,1,1,1,1.0,1.0,slides_md/two/two_iii/two_iii.md,lecture,0.11082
lecture_only,vague_student_question,column_space,I am confused about when to use column space; what should I review first?,1,1,1,1.0,1.0,slides_md/two/two_iii/two_iii.md,lecture,0.14699
lecture_only,multi_concept_review,column_space,Give an exam-style explanation that connects column space to earlier concepts.,1,1,1,1.0,1.0,slides_md/two/two_iii/two_iii.md,lecture,0.11086
lecture_only,direct_concept,basis_dimension,Explain basis and dimension for a final exam review.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.09295
lecture_only,worked_example,basis_dimension,Find a worked example involving basis.,1,1,1,1.0,0.9469,slides_md/two/two_iii/two_iii.md,lecture,0.097
lecture_only,misconception,basis_dimension,What common mistake do students make with basis?,1,1,1,1.0,1.0,slides_md/three/three_i/three_i.md,lecture,0.07304
lecture_only,vague_student_question,basis_dimension,I am confused about when to use basis; what should I review first?,0,1,2,0.5,0.6934,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.09583
lecture_only,multi_concept_review,basis_dimension,Give an exam-style explanation that connects basis and dimension to earlier concepts.,1,1,1,1.0,1.0,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.07724
lecture_only,direct_concept,linear_maps,Explain linear maps for a final exam review.,0,1,2,0.5,0.7123,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.07987
lecture_only,worked_example,linear_maps,Find a worked example involving linear map.,1,1,1,1.0,1.0,slides_md/three/three_iii/three_iii.md,lecture,0.21539
lecture_only,misconception,linear_maps,What common mistake do students make with linear map?,1,1,1,1.0,1.0,slides_md/three/three_iii/three_iii.md,lecture,0.12799
lecture_only,vague_student_question,linear_maps,I am confused about when to use linear map; what should I review first?,1,1,1,1.0,0.9829,slides_md/three/three_iii/three_iii.md,lecture,0.14722
lecture_only,multi_concept_review,linear_maps,Give an exam-style explanation that connects linear maps to earlier concepts.,1,1,1,1.0,0.9469,slides_md/three/three_ii/three_ii.md,lecture,0.08284
lecture_only,direct_concept,change_of_basis,Explain change of basis for a final exam review.,1,1,1,1.0,0.9047,slides_md/three/three_v/three_v.md,lecture,0.1073
lecture_only,worked_example,change_of_basis,Find a worked example involving change of basis.,1,1,1,1.0,0.9469,slides_md/three/three_v/three_v.md,lecture,0.17725
lecture_only,misconception,change_of_basis,What common mistake do students make with change of basis?,1,1,1,1.0,1.0,slides_md/three/three_v/three_v.md,lecture,0.11267
lecture_only,vague_student_question,change_of_basis,I am confused about when to use change of basis; what should I review first?,1,1,1,1.0,1.0,slides_md/three/three_v/three_v.md,lecture,0.17603
lecture_only,multi_concept_review,change_of_basis,Give an exam-style explanation that connects change of basis to earlier concepts.,1,1,1,1.0,1.0,slides_md/three/three_v/three_v.md,lecture,0.0995
lecture_only,direct_concept,determinants,Explain determinants for a final exam review.,0,1,5,0.2,0.3869,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.09655
lecture_only,worked_example,determinants,Find a worked example involving determinant.,1,1,1,1.0,1.0,slides_md/four/four_i/four_i.md,lecture,0.18009
lecture_only,misconception,determinants,What common mistake do students make with determinant?,1,1,1,1.0,1.0,slides_md/four/four_i/four_i.md,lecture,0.09489
lecture_only,vague_student_question,determinants,I am confused about when to use determinant; what should I review first?,1,1,1,1.0,0.9469,slides_md/four/four_i/four_i.md,lecture,0.11426
lecture_only,multi_concept_review,determinants,Give an exam-style explanation that connects determinants to earlier concepts.,0,1,3,0.3333,0.6183,slides_md/three/three_iv/three_iv.md,lecture,0.05823
lecture_only,direct_concept,eigenvalues,Explain eigenvalues and eigenvectors for a final exam review.,0,1,4,0.25,0.5013,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.08215
lecture_only,worked_example,eigenvalues,Find a worked example involving eigenvalue.,0,1,3,0.3333,0.6183,slides_md/four/four_i/four_i.md,lecture,0.08036
lecture_only,misconception,eigenvalues,What common mistake do students make with eigenvalue?,0,0,0,0.0,0.0,slides_md/two/two_iii/two_iii.md,lecture,0.05601
lecture_only,vague_student_question,eigenvalues,I am confused about when to use eigenvalue; what should I review first?,0,1,3,0.3333,0.5706,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.08716
lecture_only,multi_concept_review,eigenvalues,Give an exam-style explanation that connects eigenvalues and eigenvectors to earlier concepts.,0,1,3,0.3333,0.6183,slides_md/three/three_iv/three_iv.md,lecture,0.0549
lecture_only,direct_concept,diagonalization,Explain diagonalization for a final exam review.,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.09265
lecture_only,worked_example,diagonalization,Find a worked example involving diagonalize.,0,1,3,0.3333,0.5,slides_md/four/four_i/four_i.md,lecture,0.06626
lecture_only,misconception,diagonalization,What common mistake do students make with diagonalize?,0,0,0,0.0,0.0,slides_md/two/two_iii/two_iii.md,lecture,0.05247
lecture_only,vague_student_question,diagonalization,I am confused about when to use diagonalize; what should I review first?,0,0,0,0.0,0.0,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.10317
lecture_only,multi_concept_review,diagonalization,Give an exam-style explanation that connects diagonalization to earlier concepts.,0,1,4,0.25,0.4307,slides_md/three/three_iv/three_iv.md,lecture,0.05623
lecture_only,direct_concept,orthogonality,Explain orthogonality for a final exam review.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.08786
lecture_only,worked_example,orthogonality,Find a worked example involving orthogonal.,1,1,1,1.0,0.9469,slides_md/three/three_vi/three_vi.md,lecture,0.13789
lecture_only,misconception,orthogonality,What common mistake do students make with orthogonal?,1,1,1,1.0,1.0,slides_md/three/three_vi/three_vi.md,lecture,0.05681
lecture_only,vague_student_question,orthogonality,I am confused about when to use orthogonal; what should I review first?,0,1,3,0.3333,0.5706,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.12383
lecture_only,multi_concept_review,orthogonality,Give an exam-style explanation that connects orthogonality to earlier concepts.,0,1,3,0.3333,0.5,slides_md/three/three_iv/three_iv.md,lecture,0.05374
lecture_only,direct_concept,projection,Explain projection for a final exam review.,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.09818
lecture_only,worked_example,projection,Find a worked example involving projection.,0,1,3,0.3333,0.6183,slides_md/four/four_i/four_i.md,lecture,0.08112
lecture_only,misconception,projection,What common mistake do students make with projection?,0,1,5,0.2,0.3869,slides_md/two/two_iii/two_iii.md,lecture,0.04898
lecture_only,vague_student_question,projection,I am confused about when to use projection; what should I review first?,0,0,0,0.0,0.0,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.12129
lecture_only,multi_concept_review,projection,Give an exam-style explanation that connects projection to earlier concepts.,0,1,5,0.2,0.3869,slides_md/three/three_iv/three_iv.md,lecture,0.05905
lecture_only,direct_concept,least_squares,Explain least squares for a final exam review.,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.09663
lecture_only,worked_example,least_squares,Find a worked example involving least squares.,0,0,0,0.0,0.0,slides_md/four/four_i/four_i.md,lecture,0.07648
lecture_only,misconception,least_squares,What common mistake do students make with least squares?,0,0,0,0.0,0.0,slides_md/two/two_iii/two_iii.md,lecture,0.05516
lecture_only,vague_student_question,least_squares,I am confused about when to use least squares; what should I review first?,0,0,0,0.0,0.0,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.11587
lecture_only,multi_concept_review,least_squares,Give an exam-style explanation that connects least squares to earlier concepts.,0,0,0,0.0,0.0,slides_md/three/three_iv/three_iv.md,lecture,0.05827
lecture_only,direct_concept,positive_definite,Explain positive definite matrices for a final exam review.,0,1,4,0.25,0.4307,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.07399
lecture_only,worked_example,positive_definite,Find a worked example involving positive definite.,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.07597
lecture_only,misconception,positive_definite,What common mistake do students make with positive definite?,0,1,3,0.3333,0.5,slides_md/two/two_iii/two_iii.md,lecture,0.04523
lecture_only,vague_student_question,positive_definite,I am confused about when to use positive definite; what should I review first?,0,1,3,0.3333,0.5,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.096
lecture_only,multi_concept_review,positive_definite,Give an exam-style explanation that connects positive definite matrices to earlier concepts.,0,1,3,0.3333,0.5,slides_md/three/three_iv/three_iv.md,lecture,0.04987
lecture_only,direct_concept,svd,Explain singular value decomposition for a final exam review.,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.08025
lecture_only,worked_example,svd,Find a worked example involving SVD.,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.09778
lecture_only,misconception,svd,What common mistake do students make with SVD?,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.05811
lecture_only,vague_student_question,svd,I am confused about when to use SVD; what should I review first?,0,1,3,0.3333,0.5,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.08234
lecture_only,multi_concept_review,svd,Give an exam-style explanation that connects singular value decomposition to earlier concepts.,0,0,0,0.0,0.0,slides_md/three/three_iv/three_iv.md,lecture,0.04965
lecture_only,exam_fragment,row_reduction,Retrieve material that would help solve this exam-style task: Closed book exam (and no Calculators). Answer all 7 questions in the space provided (or direct us to the answer). Solutions will be posted outside the offices of Professor Kac (2–178) and Professor Axelrod (2–247) who ar,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2001没找到答案/f_1806S01/f_1806S01.md,lecture,0.05468
lecture_only,exam_fragment,column_space,Retrieve material that would help solve this exam-style task: $$M^{-1}A_4M = \begin{pmatrix} 1 & & & \\ & -1 & & \\ & & 1 & \\ & & & -1 \end{pmatrix} \begin{pmatrix} 0 & 1 & 0 & 0 \\ 1 & 0 & 2 & 0 \\ 0 & 2 & 0 & 3 \\ 0 & 0 & 3 & 0 \end{pmatrix} \begin{pmatrix} 1 & & & \\ & -1 & & \,0,0,0,0.0,0.0,slides_md/three/three_iv/three_iv.md,lecture,0.5164
lecture_only,exam_fragment,nullspace,Retrieve material that would help solve this exam-style task: - (a) What are the dimensions of R(A) and N(A) and $N\left(A^{T}\right)$ ? - (b) True or False or Undecidable for this $A\colon\thinspace Ax=\begin{pmatrix} 0\\1\\0 \end{pmatrix}$ is solvable. Give a reason! - (c) How do,0,0,0,0.0,0.0,slides_md/three/three_v/three_v.md,lecture,0.12885
lecture_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - 7. (c) Circle True or False: if A has repeated eigenvalues, it is always possible to find an orthonormal basis for its column space. - 7. (d) Circle True or False: if $v_1,\ldots,v_n$ is a basis for $R^n$ and $b=c_1v_1",1,1,1,1.0,0.906,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.07587
lecture_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - 6 (13 pts.) In each case give all the information you can about the eigenvalues and eigenvectors, when the matrix A has the following property: - (a) The powers $A^k$ approach the zero matrix. - (b) The matrix is symme",0,0,0,0.0,0.0,slides_md/five/five_ii/five_ii.md,lecture,0.12517
lecture_only,exam_fragment,rank,Retrieve material that would help solve this exam-style task: - 1 (a) Explain why every eigenvector of A is either in the column space C(A) or the nullspace N(A) (or explain why this is false). - (b) From $A = S\Lambda S^{-1}$ find the eigenvalue matrix and the eigenvector matrix f,1,1,1,1.0,1.0,slides_md/two/two_iii/two_iii.md,lecture,0.07064
lecture_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: $$R = \left[ \begin{array}{rrrr} 1 & 3 & 0 & 2 \\ 0 & 0 & 1 & 5 \\ 0 & 0 & 0 & 0 \end{array} \right]$$ - (a) The four subspaces associated with the original A are N(A), C(A), $N(A^{T})$ , and $C(A^{T})$ . Give the dimens",0,1,3,0.3333,0.6183,slides_md/two/two_i/two_i.md,lecture,0.10336
lecture_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - (b) Find as many eigenvectors as possible, with the best possible properties. Are there 4 independent eigenvectors? Are there 4 orthonormal eigenvectors? - (c) What is the rank of A + 2I? What is the determinant of A +",1,1,1,1.0,1.0,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.04032
lecture_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: - (a) Find an orthonormal basis $\boldsymbol{q}_1,\,\boldsymbol{q}_2$ for S by Gram-Schmidt. - (b) Write down the 3 by 3 matrix P which projects vectors perpendicularly onto S. - (c) Show how the properties of P (what ar",0,1,2,0.5,0.6934,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.06082
lecture_only,exam_fragment,basis_dimension,"Retrieve material that would help solve this exam-style task: $$L = \begin{bmatrix} 1 & 0 & 0 \\ 2 & 1 & 0 \\ -2 & 3 & 1 \end{bmatrix}, U = \begin{bmatrix} 5 & 0 & 5 & 1 \\ 0 & 3 & 3 & 0 \\ 0 & 0 & 0 & 0 \end{bmatrix}.$$ (a) What are the dimensions of the 4 fundamental subspaces as",1,1,1,1.0,0.9469,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.49593
lecture_only,exam_fragment,row_reduction,Retrieve material that would help solve this exam-style task: - 2 (12 pts.) Keep the same matrix A as in Problem 1. - (a) Find the matrix P that projects any vector in $\mathbb{R}^4$ onto the subspace spanned by the first column of A. - (b) Describe the null space of I-P and the nu,0,0,0,0.0,0.0,slides_md/three/three_ii_allproofs/three_ii_allproofs.md,lecture,0.09023
lecture_only,exam_fragment,nullspace,Retrieve material that would help solve this exam-style task: - (b) An orthogonal set of 4 eigenvectors is \_\_\_\_\_\_ - (c) CIRCLE every class of matrices to which this matrix A belongs: 7 (12 pts.) Suppose A is 2 by 3 with this Singular Value Decomposition $U\Sigma V^{\mathrm{T},0,0,0,0.0,0.0,slides_md/three/three_v/three_v.md,lecture,0.04331
lecture_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: 3 (3+3+5=11 pts.) (a) A and B are any matrices with the same number of rows. What can you say (and explain why it is true) about the comparison of $\operatorname{rank} \, \operatorname{of} \, A \qquad \qquad \operatornam",1,1,1,1.0,0.9047,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.07218
lecture_only,exam_fragment,basis_dimension,"Retrieve material that would help solve this exam-style task: - (a) Compute $x^{T}x$ and also $x^{T}Ax$ in terms of the c's and $\lambda$ 's. - (b) Looking at the ratio of $x^{T}Ax$ in part (a) divided by $x^{T}x$ in part (a), what c's would make that ratio as large as possible? Yo",0,0,0,0.0,0.0,slides_md/five/five_i/five_i.md,lecture,0.06738
lecture_only,exam_fragment,column_space,"Retrieve material that would help solve this exam-style task: - (a) How do you find the best least squares solution $\widehat{x}$ to Ax = b? By taking those steps, give me a formula (letters not numbers) for $\widehat{x}$ and also for $p = A\widehat{x}$ . - (b) The projection p is ",0,0,0,0.0,0.0,slides_md/four/four_i/four_i.md,lecture,0.04279
lecture_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: $$A = \begin{bmatrix} 0 & 1 & 0 \\ 0 & 0 & 1 \\ 0 & 0 & p \end{bmatrix}.$$ - (a) What are the eigenvalues of A (possibly in terms of p)? - (b) If p is not 0, find an eigenvector that is not in the nullspace. - (c) What a",0,0,0,0.0,0.0,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.27269
lecture_only,exam_fragment,eigenvalues,"Retrieve material that would help solve this exam-style task: (a) (4 pts.) There are two values of c that make A a projection matrix. Find them by guessing, calculating, or understanding projection matrices. Check that A is a projection matrix for these two c. (b) (4 pts.) There ar",0,0,0,0.0,0.0,slides_md/three/three_v_allproofs/three_v_allproofs.md,lecture,0.05121
lecture_only,exam_fragment,basis_dimension,"Retrieve material that would help solve this exam-style task: b) (5 pts.) What is $\kappa$ , the ratio of the maximum and minimum values of ||Ax|| over the unit circle ||x|| = 1? c) (6 pts.) What are the maximum and minimum value of $v^T x$ , for x over the unit circle ||x|| = 1, w",1,1,1,1.0,1.0,slides_md/three/three_vi_allproofs/three_vi_allproofs.md,lecture,0.0672
lecture_only,exam_fragment,rank,Retrieve material that would help solve this exam-style task: Consider the vector space of symmetric $2 \times 2$ matrices of the form $$S = \left(\begin{array}{cc} x & z \\ z & y \end{array}\right).$$ b) (6 pts.) If D is the diagonal matrix $D = \begin{pmatrix} d & 0 \\ 0 & e \end,0,0,0,0.0,0.0,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.16104
lecture_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - (a) Any solution x of Ax = b is a sum of a vector in the space of A and a vector in the in the space of A. - (b) If Ax = b is solvable for any b, then it might be a (circle one) 10 × 3 or 3 × 10 matrix with rank r = . ",0,0,0,0.0,0.0,slides_md/two/two_iii/two_iii.md,lecture,0.10655
lecture_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - **6** Suppose $u_1, u_2, u_3$ is an orthonormal basis for $\mathbf{R}^3$ and $v_1, v_2$ is an orthonormal basis for $\mathbf{R}^2$ . - (a) (5 points) What is the rank, what are all vectors in the column space, and what",0,1,5,0.2,0.3869,slides_md/one/one_ii/one_ii.md,lecture,0.14609
lecture_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: - 2 Suppose A is a 5 by 7 matrix,and Ax = b has a solution for every right side b. - (a) (3 points) What do we know about the column space ofA? - (b) (3 points) What do we know about the rows of A? - (c) (3 points) What ",0,0,0,0.0,0.0,slides_md/two/two_iii/two_iii.md,lecture,0.06726
lecture_only,exam_fragment,linear_systems,"Retrieve material that would help solve this exam-style task: - (a) (3 points) How do you know that the third column of A contains all zeros? - (b) (3 points) Find the matrix A. - (c) (3 points) By transposing $S^{-1}AS = \wedge$ , find the eigenvectors $y_1, y_2, y_3$ of $A^T$ . (",0,0,0,0.0,0.0,slides_md/four/four_ii/four_ii.md,lecture,0.07354
lecture_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: - (b) (3 points) In solving part (a), you might start with a vector like $a_3 = (0,0,1)$ and find $q_3$ . Which vectors $a_3$ would not work as starting vectors to find $q_3$ by Gram-Schmidt? How many different real vect",0,0,0,0.0,0.0,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.0488
lecture_only,exam_fragment,row_reduction,Retrieve material that would help solve this exam-style task: | 1) | M2 | 2-131 | I. Ben-Yaacov | 2-101 | 3-3299 | pezz | |----|-----|-------|---------------|-------|--------|----------| | 2) | М3 | 2-131 | I. Ben-Yaacov | 2-101 | 3-3299 | pezz | | 3) | М3 | 2-132 | A. Oblomkov | 2,0,0,0,0.0,0.0,slides_md/four/four_i/four_i.md,lecture,0.01485
lecture_only,exam_fragment,rank,Retrieve material that would help solve this exam-style task: What does it mean for a set of vectors to be a vector space? - (c) What is the nullspace of a 5 by 4 matrix with linearly independent columns? What is the nullspace of a 4 by 5 matrix with linearly independent columns? $,0,1,4,0.25,0.5013,slides_md/two/two_ii_allproofs/two_ii_allproofs.md,lecture,0.16051
lecture_only,exam_fragment,rank,Retrieve material that would help solve this exam-style task: - 5 (a) Suppose $A^{T}Ax = 0$ . This tells us that Ax is in the \_\_\_\_\_ space of $A^{T}$ . Always Ax is in the \_\_\_\_\_ space of A. Why can you conclude that Ax = 0? - (b) Supposing again that $A^{T}Ax = 0$ we immed,0,0,0,0.0,0.0,slides_md/two/two_i/two_i.md,lecture,0.06068
lecture_only,exam_fragment,linear_systems,"Retrieve material that would help solve this exam-style task: - 1 (10 pts.) Suppose $P_1, \ldots, P_n$ are points in $\mathbb{R}^n$ . The coordinates of $P_i$ are $(a_{i1}, a_{i2}, \ldots, a_{in})$ . We want to find a hyperplane $c_1x_1 + \cdots + c_nx_n = 1$ that contains all n po",1,1,1,1.0,1.0,slides_md/one/one_i_allproofs/one_i_allproofs.md,lecture,0.18617
lecture_only,exam_fragment,nullspace,"Retrieve material that would help solve this exam-style task: (a) P is a projection matrix onto a subspace of dimension 1, so the eigenvalues are 1, 0, 0. (b) $$\begin{pmatrix} 1/\sqrt{2} \\ 0 \\ -1\sqrt{2} \end{pmatrix}, \begin{pmatrix} 1/\sqrt{6} \\ -2/\sqrt{6} \\ 1/\sqrt{6} \end",0,0,0,0.0,0.0,slides_md/three/three_iii_allproofs/three_iii_allproofs.md,lecture,0.29523
lecture_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - (a) Find the eigenvalues $\lambda_1, \lambda_2$ of A. Find the eigenvectors $x_1, x_2$ with second entry equal to 1 so that $x_1 = (z_1, 1)$ and $x_2 = (z_2, 1)$ . - (b) What is the inner product of those eigenvectors?",0,0,0,0.0,0.0,slides_md/five/five_ii/five_ii.md,lecture,0.12525
lecture_only,exam_fragment,eigenvalues,Retrieve material that would help solve this exam-style task: A has a singular value decomposition $A=U\Sigma V^{\rm T}.$ Then $A=(UV^{\rm T})(V\Sigma V^{\rm T}).$ - (a) Show that $UV^{\mathrm{T}}$ is an orthogonal matrix Q (what is the test for an orthogonal matrix?). - (b) Show t,0,1,3,0.3333,0.5,slides_md/three/three_vi/three_vi.md,lecture,0.0382
lecture_only,exam_fragment,linear_systems,"Retrieve material that would help solve this exam-style task: 1 (18 pts.) A sequence of numbers $f_0, f_1, f_2, \ldots$ is defined by the recurrence with starting values $f_0 = 1$ , $f_1 = 1$ . (Thus, the first few terms in the sequence are $1, 1, 2, 5, 13, 34, 89, \ldots$ ) - (a) ",0,0,0,0.0,0.0,slides_md/two/two_iii/two_iii.md,lecture,0.05533
lecture_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - (a) Find an orthonormal basis for C(A) using Gram-Schmidt, forming the columns of a matrix Q. - (b) Write each step of your Gram-Schmidt process from (a) as a multiplication of A on the \_\_\_\_\_\_ (left or right) by ",0,1,2,0.5,0.6309,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md,lecture,0.07445
